OrderID,OrderDate,UnitCost,Price,OrderQty,CostOfSales,Sales,Profit,Channel,PromotionName,ProductName,Manufacturer,ProductSubCategory,ProductCategory,Region,City,Country
1733,5/26/2012,201.385777827107,309,10,2013.85777827107,3090,1076.14222172893,Store,No Discount,SV Car Video TFT7 M7001 Black,Southridge Video,Car Video,TV and Video,North America,Pittsfield,United States
7414,4/3/2012,2.39905867518607,289.99,10,23.9905867518607,2899.9,2875.90941324814,Store,No Discount,Contoso DVD 15-Inch Player Portable L200 Silver,"Contoso, Ltd",Movie DVD,"Music, Movies and Audio Books",North America,Orlando,United States
17,1/23/2013,97.9069932358495,289.99,9,881.162939122646,2609.91,1728.74706087735,Store,North America Spring Promotion,Contoso DVD 15-Inch Player Portable L200 Silver,"Contoso, Ltd",Movie DVD,"Music, Movies and Audio Books",North America,Holyoke,United States
1400,11/11/2012,104.75107515227,289.99,13,1361.76397697951,3769.87,2408.10602302049,Store,North America Holiday Promotion,Contoso DVD 15-Inch Player Portable L200 Silver,"Contoso, Ltd",Movie DVD,"Music, Movies and Audio Books",North America,Buffalo,United States
7417,4/23/2013,429.851495186695,890,10,4298.51495186695,8900,4601.48504813306,Store,No Discount,Fabrikam Business Videographer 1'' 25mm M600 White,"Fabrikam, Inc.",Camcorders,Cameras and camcorders ,North America,Minden,United States
7735,11/7/2012,89.9308791816357,890,8,719.447033453085,6408,5688.55296654692,Store,European Holiday Promotion,Fabrikam Business Videographer 1'' 25mm M600 White,"Fabrikam, Inc.",Camcorders,Cameras and camcorders ,Europe,Koln,Germany
7419,7/21/2014,1.69513979232747,35.99,9,15.2562581309472,309.514,294.257741869053,Reseller,European Back-to-Scholl Promotion,Contoso Expandable 3-Handset Cordless Phone System M204 White,"Contoso, Ltd",Home & Office Phones,Cell phones,Europe,Paris,France
1479,3/26/2012,32.9419358043685,35.99,12,395.303229652422,431.88,36.5767703475779,Store,European Spring Promotion,Contoso Expandable 3-Handset Cordless Phone System M204 White,"Contoso, Ltd",Home & Office Phones,Cell phones,Europe,Koln,Germany
132,11/24/2014,422.433375957318,869,6,2534.60025574391,4866.4,2331.79974425609,Store,North America Holiday Promotion,SV Car Video LCD9.2W X9281 Black,Southridge Video,Car Video,TV and Video,North America,Passaic,United States
7420,10/21/2013,138.642747131722,230.9,13,1802.35571271239,2955.52,1153.16428728761,Store,North America Holiday Promotion,Contoso Laptop Keyboard X105 Brown,"Contoso, Ltd",Computers Accessories,Computers,North America,Veradale,United States
1014,10/25/2012,452.148460808814,699,13,5877.92999051459,8947.2,3069.27000948541,Store,North America Holiday Promotion,SV Car Video LCD7W M7082 Black,Southridge Video,Car Video,TV and Video,North America,Brooklyn,United States
1196,10/14/2013,84.789167739395,699,13,1102.25918061214,8807.4,7705.14081938787,Store,North America Holiday Promotion,SV Car Video LCD7W M7082 Black,Southridge Video,Car Video,TV and Video,North America,Denton,United States
1705,8/14/2012,624.248296844489,699,9,5618.2346716004,6151.2,532.9653283996,Store,European Back-to-Scholl Promotion,SV Car Video LCD7W M7082 Black,Southridge Video,Car Video,TV and Video,Europe,Strasbourg,France
7421,11/13/2013,9.55776069437838,13.5,8,76.4620855550271,105.3,28.8379144449729,Online,European Holiday Promotion,Contoso Education Supplies Bundle E200 Grey,"Contoso, Ltd",Computers Accessories,Computers,Europe,Berlin,Germany
385,8/21/2012,6.29053717514896,13.5,12,75.4864461017875,156.6,81.1135538982125,Reseller,North America Back-to-School Promotion,Contoso Education Supplies Bundle E200 Grey,"Contoso, Ltd",Computers Accessories,Computers,North America,Seattle,United States
303,5/20/2012,212.036130324611,329,10,2120.36130324611,3290,1169.63869675389,Store,No Discount,SV Car Video LCD7 M7001 Black,Southridge Video,Car Video,TV and Video,North America,Milwaukee,United States
7460,1/14/2012,73.675939305372,369,12,884.111271664464,4402.17,3518.05872833554,Online,European Spring Promotion,SV Car Video LCD7 M7003 Black,Southridge Video,Car Video,TV and Video,Europe,Berlin,Germany
7424,3/26/2012,745.282115671554,860,10,7452.82115671554,8600,1147.17884328446,Store,No Discount,"Fabrikam Business Videographer 1/3"" 8.5mm M380 Orange","Fabrikam, Inc.",Camcorders,Cameras and camcorders ,North America,Greeley,United States
460,11/28/2013,275.881349138747,860,8,2207.05079310998,6192,3984.94920689002,Reseller,European Holiday Promotion,"Fabrikam Business Videographer 1/3"" 8.5mm M380 Orange","Fabrikam, Inc.",Camcorders,Cameras and camcorders ,Europe,Paris,France
1330,2/27/2014,462.545417487292,860,9,4162.90875738563,7396,3233.09124261438,Store,Asian Spring Promotion,"Fabrikam Business Videographer 1/3"" 8.5mm M380 Orange","Fabrikam, Inc.",Camcorders,Cameras and camcorders ,Asia,Tehran,Iran
1624,4/17/2012,604.672158843114,860,10,6046.72158843114,8600,2553.27841156886,Store,No Discount,"Fabrikam Business Videographer 1/3"" 8.5mm M380 Orange","Fabrikam, Inc.",Camcorders,Cameras and camcorders ,North America,Orange,United States
7425,12/6/2013,0.835680318293789,3.35,1040,869.10753102554,3481.99,2612.88246897446,Reseller,Asian Holiday Promotion,Contoso In-Line Coupler E180 Silver,"Contoso, Ltd",Cell phones Accessories,Cell phones,Asia,Beijing,China
1112,10/1/2013,3.2852159546022,3.35,200,657.043190920441,670,12.9568090795593,Catalog,No Discount,Contoso In-Line Coupler E180 Silver,"Contoso, Ltd",Cell phones Accessories,Cell phones,North America,North Harford,United States
7633,1/13/2013,135.787470388648,499,9,1222.08723349784,4416.15,3194.06276650216,Store,North America Spring Promotion,SV Car Video LCD7W M7081 Silver,Southridge Video,Car Video,TV and Video,North America,Toronto,Canada
1004,3/1/2014,395.217134381313,499,12,4742.60561257575,5888.2,1145.59438742425,Store,North America Spring Promotion,SV Car Video LCD7W M7081 Silver,Southridge Video,Car Video,TV and Video,North America,Naples,United States
7429,10/6/2013,34.0188353823118,102,13,442.244859970053,1326,883.755140029947,Store,North America Holiday Promotion,SV 80GB USB2.0 Portable Hard Disk E500 Blue,Southridge Video,Computers Accessories,Computers,North America,Minden,United States
901,9/9/2012,90.4017506529515,102,5,452.008753264757,510,57.9912467352427,Store,No Discount,SV 80GB USB2.0 Portable Hard Disk E500 Blue,Southridge Video,Computers Accessories,Computers,North America,Marshall,United States
1224,8/26/2012,0.795730912926143,102,6,4.77438547755686,571.2,566.425614522443,Store,North America Back-to-School Promotion,SV 80GB USB2.0 Portable Hard Disk E500 Blue,Southridge Video,Computers Accessories,Computers,North America,Granger,United States
7431,10/24/2013,31.2387098655067,139,16,499.819357848107,2140.6,1640.78064215189,Online,European Holiday Promotion,Proseware LCD19 E1000 White,"Proseware, Inc.",Monitors,Computers,Europe,Berlin,Germany
7432,2/9/2012,60.2121550427881,68,24,1445.09172102691,1612.96,167.868278973086,Reseller,European Spring Promotion,Contoso Lens Adapter M450 Black,"Contoso, Ltd",Cameras & Camcorders Accessories,Cameras and camcorders ,Europe,Paris,France
1666,12/30/2011,3.08187451877072,68,9,27.7368706689365,608.6,580.863129331064,Store,North America Spring Promotion,Contoso Lens Adapter M450 Black,"Contoso, Ltd",Cameras & Camcorders Accessories,Cameras and camcorders ,North America,Queen Anne's County,United States
1410,12/7/2012,70.2807905677164,309,13,913.650277380313,3924.3,3010.64972261969,Store,Asian Holiday Promotion,SV Car Video TFT7 M7001 Silver,Southridge Video,Car Video,TV and Video,Asia,Tehran,Iran
991,9/18/2012,40.3898732976143,199,5,201.949366488072,995,793.050633511928,Store,No Discount,SV Car Video AM/FM E1000 Silver,Southridge Video,Car Video,TV and Video,North America,Trenton,United States
7434,9/13/2012,87.4312141929469,600,20,1748.62428385894,12000,10251.3757161411,Online,No Discount,Fabrikam Home and Vacation Moviemaker 1'' 25mm M400 White,"Fabrikam, Inc.",Camcorders,Cameras and camcorders ,North America,Bethesda,United States
835,9/30/2012,295.20597545671,600,10,2952.0597545671,6000,3047.9402454329,Store,No Discount,Fabrikam Home and Vacation Moviemaker 1'' 25mm M400 White,"Fabrikam, Inc.",Camcorders,Cameras and camcorders ,North America,Madison,United States
7558,10/18/2012,217.653843988546,319,13,2829.4999718511,4019.4,1189.9000281489,Store,North America Holiday Promotion,SV Car Video TFT7 M7002 Silver,Southridge Video,Car Video,TV and Video,North America,Albany,United States
1284,5/19/2012,90.0185610439198,319,10,900.185610439198,3190,2289.8143895608,Store,No Discount,SV Car Video TFT7 M7002 Silver,Southridge Video,Car Video,TV and Video,Europe,Koln,Germany
1767,1/12/2013,75.996209918341,319,9,683.965889265069,2839.1,2155.13411073493,Store,North America Spring Promotion,SV Car Video TFT7 M7002 Silver,Southridge Video,Car Video,TV and Video,North America,Oshkosh,United States
7437,7/30/2014,854.47322960429,999,9,7690.25906643861,8791.2,1100.94093356139,Store,European Back-to-Scholl Promotion,Proseware Projector 720p DLP56 Silver,"Proseware, Inc.",Projectors & Screens,Computers,Europe,Nantes,France
7438,8/18/2013,26.7954651044903,29.9,10,267.954651044903,299,31.0453489550975,Online,No Discount,Contoso Laptop Cooling Hub notebook fan with 4 ports USB hub E80 White,"Contoso, Ltd",Computers Accessories,Computers,Asia,Beijing,China
7671,6/14/2014,435.183085568586,699,12,5222.19702682303,8248.2,3026.00297317697,Store,North America Back-to-School Promotion,SV Car Video LCD7W M7082 Silver,Southridge Video,Car Video,TV and Video,North America,Plano,United States
144,10/25/2012,196.0747953626,699,13,2548.9723397138,8667.6,6118.6276602862,Store,North America Holiday Promotion,SV Car Video LCD7W M7082 Silver,Southridge Video,Car Video,TV and Video,North America,Greeley,United States
1228,6/29/2013,258.987537435049,699,12,3107.85044922059,8108.4,5000.54955077941,Store,North America Back-to-School Promotion,SV Car Video LCD7W M7082 Silver,Southridge Video,Car Video,TV and Video,North America,Framingham,United States
7440,8/16/2013,43.116366970908,268,9,388.047302738172,2385.2,1997.15269726183,Store,European Back-to-Scholl Promotion,The Phone Company PDA Phone Unlocked 3.5 inches M530 White,The Phone Company,Smart phones & PDAs ,Cell phones,Europe,Valletta,Malta
7441,5/20/2012,9.68843326543518,16,5,48.4421663271759,80,31.5578336728241,Store,No Discount,Contoso Phone for MSN E200 Black,"Contoso, Ltd",Home & Office Phones,Cell phones,Europe,Lisbon,Portugal
7444,3/31/2014,19.4960913902904,29.95,12,233.953096683485,359.4,125.446903316515,Online,European Spring Promotion,Contoso Wireless Notebook Optical Mouse M35 Blue,"Contoso, Ltd",Computers Accessories,Computers,Europe,Berlin,Germany
1332,6/17/2013,25.9735693819442,29.95,12,311.68283258333,359.4,47.7171674166701,Store,North America Back-to-School Promotion,Contoso Wireless Notebook Optical Mouse M35 Blue,"Contoso, Ltd",Computers Accessories,Computers,North America,Quincy,United States
7589,5/31/2012,98.2420726282464,499,10,982.420726282464,4990,4007.57927371754,Catalog,No Discount,SV Car Video LCD7W M7081 Brown,Southridge Video,Car Video,TV and Video,North America,North Harford,United States
1659,12/11/2011,168.277954139636,499,36,6058.00634902688,17789.35,11731.3436509731,Catalog,North America Spring Promotion,SV Car Video LCD7W M7081 Brown,Southridge Video,Car Video,TV and Video,North America,North Harford,United States
7448,2/19/2012,11.3541207265467,28.99,27,306.561259616761,730.548,423.986740383239,Online,Asian Spring Promotion,Contoso Hybrid system M60 Grey,"Contoso, Ltd",Home & Office Phones,Cell phones,Asia,Beijing,China
7449,12/15/2012,309.624287787705,568,13,4025.11574124017,7043.2,3018.08425875983,Store,Asian Holiday Promotion,"Contoso SLR Camera 35"" X358 Black","Contoso, Ltd",Digital SLR Cameras,Cameras and camcorders ,Asia,Osaka,Japan
7450,3/6/2012,95.6667521453594,129,4,382.667008581438,490.2,107.532991418562,Reseller,Asian Spring Promotion,Adventure Works LCD17W E203 Black,Adventure Works,Monitors,Computers,Asia,Beijing,China
7451,11/17/2012,6.25799816398176,24.99,8,50.0639853118541,179.928,129.864014688146,Online,European Holiday Promotion,Contoso Mini Battery Charger Kit E320 Red,"Contoso, Ltd",Cameras & Camcorders Accessories,Cameras and camcorders ,Europe,Berlin,Germany
1531,12/30/2011,22.8165744084952,24.99,12,273.798892901942,277.389,3.59010709805784,Online,Asian Holiday Promotion,Contoso Mini Battery Charger Kit E320 Red,"Contoso, Ltd",Cameras & Camcorders Accessories,Cameras and camcorders ,Asia,Beijing,China
908,10/11/2012,140.881549286444,309,26,3662.92028144754,7725,4062.07971855246,Reseller,North America Holiday Promotion,SV Car Video TFT7 M7001 Brown,Southridge Video,Car Video,TV and Video,North America,Seattle,United States
1770,4/13/2014,246.874723948632,309,12,2962.49668738359,3584.4,621.903312616413,Store,Asian Summer Promotion,SV Car Video TFT7 M7001 Brown,Southridge Video,Car Video,TV and Video,Asia,Taipei,Taiwan
615,11/30/2013,86.2247984649611,199,13,1120.92238004449,2527.3,1406.37761995551,Store,Asian Holiday Promotion,SV Car Video AM/FM E1000 Brown,Southridge Video,Car Video,TV and Video,Asia,Islamabad,Pakistan
7456,2/4/2013,9.15862134222479,16.99,9,82.4275920800231,139.318,56.8904079199769,Store,Asian Spring Promotion,Contoso Phone with 13-Number Memory (210) M301 White,"Contoso, Ltd",Home & Office Phones,Cell phones,Asia,Thimphu,Bhutan
458,6/25/2013,4.6283274772425,16.99,10,46.283274772425,169.9,123.616725227575,Reseller,No Discount,Contoso Phone with 13-Number Memory (210) M301 White,"Contoso, Ltd",Home & Office Phones,Cell phones,Europe,Paris,France
1328,1/7/2012,11.1585430509814,16.99,9,100.426887458832,142.716,42.2891125411678,Store,Asian Spring Promotion,Contoso Phone with 13-Number Memory (210) M301 White,"Contoso, Ltd",Home & Office Phones,Cell phones,Asia,Shanghai,China
7459,9/24/2013,4.87845173445337,39.99,10,48.7845173445337,399.9,351.115482655466,Store,No Discount,Contoso Cyber Shot Digital Cameras Adapter E306 Pink,"Contoso, Ltd",Cameras & Camcorders Accessories,Cameras and camcorders ,North America,Bridgeport,United States
7461,2/18/2013,466.46938615951,599.9,48,22390.5305356565,28627.228,6236.69746434354,Reseller,European Spring Promotion,Adventure Works Desktop PC2.30 MD230 Brown,Adventure Works,Desktops,Computers,Europe,Paris,France
822,10/16/2014,17.4727108725806,19.9,26,454.290482687096,517.4,63.109517312904,Store,North America Holiday Promotion,Contoso Battery charger - bike E200 White,"Contoso, Ltd",Computers Accessories,Computers,North America,Beaumont,United States
1299,8/2/2014,19.561271854183,19.9,18,352.102893375295,350.24,-1.86289337529473,Reseller,European Back-to-Scholl Promotion,Contoso Battery charger - bike E200 White,"Contoso, Ltd",Computers Accessories,Computers,Europe,Paris,France
7465,5/15/2014,22.2130373846574,190,20,444.260747693149,3800,3355.73925230685,Online,No Discount,Proseware Screen 100in M1609 Black,"Proseware, Inc.",Projectors & Screens,Computers,North America,Bethesda,United States
7510,12/24/2011,137.250882166546,190,4,549.003528666185,760,210.996471333815,Store,North America Spring Promotion,Proseware Screen 100in M1609 Black,"Proseware, Inc.",Projectors & Screens,Computers,North America,Rochester,United States
7678,6/3/2012,10.738905128722,15.5,5,53.6945256436102,77.5,23.8054743563898,Store,No Discount,Contoso USB Optical Mouse E200 White,"Contoso, Ltd",Computers Accessories,Computers,Europe,Bucharest,Romania
394,5/5/2013,11.3166366610659,15.5,10,113.166366610659,155,41.8336333893406,Store,No Discount,Contoso USB Optical Mouse E200 White,"Contoso, Ltd",Computers Accessories,Computers,Europe,Lancashire,United Kingdom
781,2/2/2014,12.5391229802189,15.5,18,225.70421364394,275.9,50.19578635606,Reseller,North America Spring Promotion,Contoso USB Optical Mouse E200 White,"Contoso, Ltd",Computers Accessories,Computers,North America,Seattle,United States
7467,1/22/2013,160.78754696092,299,9,1447.08792264828,2571.4,1124.31207735172,Store,Asian Spring Promotion,WWI Screen 113in M1610 White,Wide World Importers,Projectors & Screens,Computers,Asia,Hong Kong,China
7470,8/7/2014,109.546935073825,299,20,2190.93870147649,5980,3789.06129852351,Reseller,No Discount,The Phone Company Touch Screen Phones SAW/Built-in M801 Gold,The Phone Company,Touch Screen Phones ,Cell phones,Asia,Beijing,China
7472,12/13/2011,190.336665721741,632,9,1713.02999149567,5561.6,3848.57000850433,Store,North America Spring Promotion,Contoso SLR Camera X145 Blue,"Contoso, Ltd",Digital SLR Cameras,Cameras and camcorders ,North America,Old Saybrook,United States
389,3/10/2012,44.5335704599331,632,10,445.335704599331,6320,5874.66429540067,Store,No Discount,Contoso SLR Camera X145 Blue,"Contoso, Ltd",Digital SLR Cameras,Cameras and camcorders ,North America,Provincetown,United States
1485,6/20/2013,121.63042420395,632,12,1459.56509044739,7584,6124.43490955261,Store,No Discount,Contoso SLR Camera X145 Blue,"Contoso, Ltd",Digital SLR Cameras,Cameras and camcorders ,Asia,Sapporo,Japan
1408,11/7/2014,14.4632032552732,15.9,26,376.043284637104,411.015,34.9717153628962,Store,Asian Holiday Promotion,Contoso USB Wave Multi-media Keyboard E280 White,"Contoso, Ltd",Computers Accessories,Computers,Asia,Urumqi,China
7475,11/29/2012,265.186059138003,599,26,6894.83753758807,14615.6,7720.76246241193,Online,North America Holiday Promotion,WWI Laptop16 M0160 Black,Wide World Importers,Laptops,Computers,North America,Bethesda,United States
475,11/27/2014,28.1516745729344,599,13,365.971769448148,7697.15,7331.17823055185,Store,Asian Holiday Promotion,WWI Laptop16 M0160 Black,Wide World Importers,Laptops,Computers,Asia,New Delhi,India
1153,1/24/2013,512.008493839108,599,9,4608.07644455197,5361.05,752.973555448029,Catalog,North America Spring Promotion,WWI Laptop16 M0160 Black,Wide World Importers,Laptops,Computers,North America,North Harford,United States
702,11/17/2012,3.17302321573165,11.9,6,19.0381392943899,66.045,47.0068607056101,Store,Asian Holiday Promotion,Contoso Cables To Go USB 2.0 Hard Drive Enclosure E920 White,"Contoso, Ltd",Computers Accessories,Computers,Asia,Damascus,Syria
1459,2/11/2012,11.164666102084,11.9,6,66.9879966125039,68.068,1.08000338749611,Store,European Spring Promotion,Contoso Cables To Go USB 2.0 Hard Drive Enclosure E920 White,"Contoso, Ltd",Computers Accessories,Computers,Europe,Firenze,Italy
7477,5/9/2012,2.84351292961895,14.19,5,14.2175646480948,70.95,56.7324353519052,Store,No Discount,Contoso Phone with Memory Dialing-single line E88 Black,"Contoso, Ltd",Home & Office Phones,Cell phones,North America,Lewiston,United States
1286,10/11/2014,0.376087575794805,14.19,16,6.01740121271689,218.526,212.508598787283,Store,European Holiday Promotion,Contoso Phone with Memory Dialing-single line E88 Black,"Contoso, Ltd",Home & Office Phones,Cell phones,Europe,Toulouse,France
1394,6/19/2012,2.36357785437486,14.19,5,11.8178892718743,70.95,59.1321107281257,Store,No Discount,Contoso Phone with Memory Dialing-single line E88 Black,"Contoso, Ltd",Home & Office Phones,Cell phones,Europe,Knotty Ash,United Kingdom
7481,6/22/2013,63.7753476353409,196.9,10,637.753476353409,1969,1331.24652364659,Store,No Discount,A. Datum SLR-like Digital Camera M400 Orange,A. Datum Corporation,Digital Cameras,Cameras and camcorders ,Europe,Landstuhl,Germany
756,11/2/2013,7.08791723569523,196.9,8,56.7033378855619,1457.06,1400.35666211444,Store,European Holiday Promotion,A. Datum SLR-like Digital Camera M400 Orange,A. Datum Corporation,Digital Cameras,Cameras and camcorders ,Europe,Baumholder,Germany
736,6/19/2014,10.0026691968284,16.5,12,120.032030361941,194.7,74.6679696380594,Catalog,North America Back-to-School Promotion,Contoso Notebook Peripheral Kit M69 Grey,"Contoso, Ltd",Computers Accessories,Computers,North America,North Harford,United States
1291,5/1/2012,4.59333777019065,16.5,10,45.9333777019065,165,119.066622298094,Store,No Discount,Contoso Notebook Peripheral Kit M69 Grey,"Contoso, Ltd",Computers Accessories,Computers,North America,Yakima,United States
1560,12/6/2011,10.3584875027341,16.5,9,93.2263875246065,148.5,55.2736124753935,Store,North America Spring Promotion,Contoso Notebook Peripheral Kit M69 Grey,"Contoso, Ltd",Computers Accessories,Computers,North America,Thornton,United States
7484,5/21/2012,12.027071673402,44,6,72.1624300404123,250.8,178.637569959588,Store,Asian Summer Promotion,SV Keyboard E10 Silver,Southridge Video,Computers Accessories,Computers,Asia,Taipei,Taiwan
7610,3/22/2012,39.8569827133152,44,6,239.141896279891,264,24.8581037201089,Online,European Spring Promotion,SV Keyboard E10 Silver,Southridge Video,Computers Accessories,Computers,Europe,Berlin,Germany
7485,11/5/2012,31.2591965360266,41.73,8,250.073572288213,267.072,16.9984277117875,Store,European Holiday Promotion,SV Keyboard E90 Silver,Southridge Video,Computers Accessories,Computers,Europe,Copenhagen,Denmark
352,7/18/2014,29.2281887595218,41.73,20,584.563775190436,834.6,250.036224809564,Online,No Discount,SV Keyboard E90 Silver,Southridge Video,Computers Accessories,Computers,Asia,Beijing,China
7489,4/17/2012,315.571493068416,869,10,3155.71493068416,8690,5534.28506931584,Store,No Discount,Adventure Works LCD24W X300 Black,Adventure Works,Monitors,Computers,Europe,Berne,Switzerland
89,11/5/2012,400.528702881289,869,13,5206.87313745676,11123.2,5916.32686254324,Store,North America Holiday Promotion,Adventure Works LCD24W X300 Black,Adventure Works,Monitors,Computers,North America,Alexandria,United States
7674,2/20/2012,0.0662423266751585,9.5,9,0.596180940076426,83.6,83.0038190599236,Store,North America Spring Promotion,Contoso Education Essentials Bundle M300 Grey,"Contoso, Ltd",Computers Accessories,Computers,North America,Hingham,United States
7490,5/3/2012,112.855128735267,229.9,30,3385.65386205801,6897,3511.34613794199,Catalog,No Discount,WWI Desktop PC1.80 E1800 Black,Wide World Importers,Desktops,Computers,North America,North Harford,United States
1395,9/21/2014,182.168395314166,229.9,20,3643.36790628332,4598,954.632093716678,Store,No Discount,WWI Desktop PC1.80 E1800 Black,Wide World Importers,Desktops,Computers,North America,Montreal,Canada
136,12/25/2013,8.47077864063821,11.5,18,152.474015531488,206.425,53.9509844685122,Store,North America Spring Promotion,Contoso Desktop Alternative Bundle E200 Grey,"Contoso, Ltd",Computers Accessories,Computers,North America,Somerville,United States
7491,8/18/2012,364.844627033771,646,12,4378.13552440526,7622.8,3244.66447559475,Store,North America Back-to-School Promotion,Contoso SLR Camera X143 Grey,"Contoso, Ltd",Digital SLR Cameras,Cameras and camcorders ,North America,Midland,United States
164,10/22/2012,151.881070008371,646,13,1974.45391010882,8204.2,6229.74608989118,Store,Asian Holiday Promotion,Contoso SLR Camera X143 Grey,"Contoso, Ltd",Digital SLR Cameras,Cameras and camcorders ,Asia,Tehran,Iran
7492,7/31/2013,70.0474880968607,200,12,840.569857162328,2320,1479.43014283767,Store,North America Back-to-School Promotion,A. Datum Rangefinder Digital Camera X200 Silver,A. Datum Corporation,Digital Cameras,Cameras and camcorders ,North America,Bacliff,United States
7493,6/10/2013,13.4585311737197,169,12,161.502374084636,2028,1866.49762591536,Online,No Discount,Proseware Ink Jet All in one M300 Grey,"Proseware, Inc.","Printers, Scanners & Fax",Computers,Asia,Beijing,China
1384,4/13/2013,115.815978773792,169,10,1158.15978773792,1690,531.840212262075,Catalog,No Discount,Proseware Ink Jet All in one M300 Grey,"Proseware, Inc.","Printers, Scanners & Fax",Computers,North America,North Harford,United States
7494,9/19/2014,25.1189411974634,49.99,10,251.189411974634,499.9,248.710588025366,Store,No Discount,Contoso behind Centrex X15 Grey,"Contoso, Ltd",Home & Office Phones,Cell phones,North America,Denver,United States
855,4/25/2013,12.115752997145,49.99,10,121.15752997145,499.9,378.74247002855,Store,No Discount,Contoso behind Centrex X15 Grey,"Contoso, Ltd",Home & Office Phones,Cell phones,North America,Lynn,United States
7496,9/13/2013,46.1767546733516,281,10,461.767546733516,2810,2348.23245326648,Store,No Discount,A. Datum Consumer Digital Camera E100 Black,A. Datum Corporation,Digital Cameras,Cameras and camcorders ,North America,Ottawa,Canada
670,7/28/2012,229.421545334304,281,12,2753.05854401165,3287.7,534.641455988352,Online,North America Back-to-School Promotion,A. Datum Consumer Digital Camera E100 Black,A. Datum Corporation,Digital Cameras,Cameras and camcorders ,North America,Bethesda,United States
881,1/23/2012,275.168329899484,281,9,2476.51496909536,2472.8,-3.71496909535745,Store,North America Spring Promotion,A. Datum Consumer Digital Camera E100 Black,A. Datum Corporation,Digital Cameras,Cameras and camcorders ,North America,Arlington,United States
1438,4/25/2013,153.836758070271,310,10,1538.36758070271,3100,1561.63241929729,Online,No Discount,The Phone Company Smart phones Unlocked International M800 Grey,The Phone Company,Smart phones & PDAs ,Cell phones,North America,Bethesda,United States
7500,8/14/2014,12.7569239508283,188,12,153.08308740994,2237.2,2084.11691259006,Reseller,North America Back-to-School Promotion,Proseware Wireless Photo All-in-One Printer M390 Grey,"Proseware, Inc.","Printers, Scanners & Fax",Computers,North America,Seattle,United States
652,8/18/2012,65.9099407392064,188,18,1186.37893330572,3327.6,2141.22106669428,Online,European Back-to-Scholl Promotion,Proseware Wireless Photo All-in-One Printer M390 Grey,"Proseware, Inc.","Printers, Scanners & Fax",Computers,Europe,Berlin,Germany
910,7/8/2014,98.6528981193899,188,10,986.528981193899,1880,893.471018806101,Store,No Discount,Proseware Wireless Photo All-in-One Printer M390 Grey,"Proseware, Inc.","Printers, Scanners & Fax",Computers,Asia,Sydney,Australia
763,11/29/2012,28.617034762868,129,6,171.702208577208,696.6,524.897791422792,Store,North America Holiday Promotion,The Phone Company Smart phones without camera E100 White,The Phone Company,Smart phones & PDAs ,Cell phones,North America,Vineland,United States
1002,8/29/2014,39.1118180956692,129,18,704.012725722046,2270.4,1566.38727427795,Online,European Back-to-Scholl Promotion,The Phone Company Smart phones without camera E100 White,The Phone Company,Smart phones & PDAs ,Cell phones,Europe,Berlin,Germany
1342,6/18/2014,35.8327763950519,129,24,859.986633481244,3096,2236.01336651876,Store,No Discount,The Phone Company Smart phones without camera E100 White,The Phone Company,Smart phones & PDAs ,Cell phones,Asia,Bishkek,Kyrgyzstan
7501,8/31/2014,87.0650763566893,267,12,1044.78091628027,3097.2,2052.41908371973,Reseller,North America Back-to-School Promotion,The Phone Company Smart phones Unlocked M300 Grey,The Phone Company,Smart phones & PDAs ,Cell phones,North America,Seattle,United States
92,1/31/2014,62.5848723704765,267,9,563.263851334288,2349.6,1786.33614866571,Catalog,North America Spring Promotion,The Phone Company Smart phones Unlocked M300 Grey,The Phone Company,Smart phones & PDAs ,Cell phones,North America,North Harford,United States
7502,12/17/2011,21.4382449301796,28,4,85.7529797207183,109.2,23.4470202792817,Store,North America Spring Promotion,Contoso Digital Camera/Camcorder USB Cable E324 White,"Contoso, Ltd",Cameras & Camcorders Accessories,Cameras and camcorders ,North America,Texas City,United States
7503,7/2/2012,253.168286511852,1000,24,6076.03887628444,23500,17423.9611237156,Store,North America Back-to-School Promotion,"Fabrikam Trendsetter 1/2"" 3mm X300 Orange","Fabrikam, Inc.",Camcorders,Cameras and camcorders ,North America,Sheboygan,United States
7505,7/13/2013,143.668394517478,158,18,2586.0311013146,2765,178.968898685399,Reseller,European Back-to-Scholl Promotion,"Proseware Desk Jet All-in-One Printer, Scanner, Copier M350 Green","Proseware, Inc.","Printers, Scanners & Fax",Computers,Europe,Paris,France
34,4/27/2012,67.2289005398311,208,10,672.289005398311,2080,1407.71099460169,Store,No Discount,The Phone Company Smart phones 160x160 M26 White,The Phone Company,Smart phones & PDAs ,Cell phones,Europe,Leeds,United Kingdom
936,5/15/2014,152.911020782817,208,12,1834.93224939381,2496,661.067750606195,Online,Asian Summer Promotion,The Phone Company Smart phones 160x160 M26 White,The Phone Company,Smart phones & PDAs ,Cell phones,Asia,Beijing,China
7507,10/31/2012,383.533876443773,1099,13,4985.94039376905,13627.6,8641.65960623095,Store,North America Holiday Promotion,Fabrikam Laptop19 M9000 Black,"Fabrikam, Inc.",Laptops,Computers,North America,Wapato,United States
135,1/28/2012,193.265302668403,1099,9,1739.38772401563,9671.2,7931.81227598437,Store,Asian Spring Promotion,Fabrikam Laptop19 M9000 Black,"Fabrikam, Inc.",Laptops,Computers,Asia,Tokyo,Japan
